ID_REF,Gene Symbol,Gene Title,Normal_Mean,Tumor_Mean,Log2_Fold_Change,P_Value,Adjusted_P_Value
222351_at,PPP2R1B,"protein phosphatase 2, regulatory subunit A, beta",836.5062325581398,255.7897255813954,-1.7055124468368135,4.94744585793598e-07,2.8267675910868574e-05
209540_at,IGF1,insulin-like growth factor 1 (somatomedin C),1510.6168372093025,614.3335930232558,-1.296651832196055,5.035289111386966e-07,2.862279267067239e-05
212886_at,CCDC69,coiled-coil domain containing 69,425.4617255813953,121.83421395348839,-1.7957038056654633,5.140223688654023e-07,2.9144937520172417e-05
217853_at,TNS3,tensin 3,1305.8174186046513,586.2443953488372,-1.1540246453806118,5.283204428098589e-07,2.980396057501794e-05
201596_x_at,KRT18,keratin 18,342.674911627907,1757.6055744186044,2.355315503421464,5.441706860267584e-07,3.0506397149829488e-05
218175_at,CCDC92,coiled-coil domain containing 92,554.0784883720931,187.7632325581395,-1.5561140008191703,5.532883771538432e-07,3.0745448648676036e-05
209016_s_at,KRT7,keratin 7,70.49846976744185,617.4123046511628,3.112584754763768,5.549854547369301e-07,3.076303703458461e-05
218625_at,NRN1,neuritin 1,1543.3480930232563,750.9071395348836,-1.0383715645771714,5.696678396500078e-07,3.1498532185908496e-05
211922_s_at,CAT,catalase,1111.0583720930233,319.1426279069767,-1.7964458235456278,6.231460588447171e-07,3.378482634850811e-05
201650_at,KRT19,keratin 19,291.798188372093,2541.332223255814,3.1181740367154185,6.545397782709177e-07,3.4892607366533157e-05
218773_s_at,MSRB2,methionine sulfoxide reductase B2,688.2153465116279,276.2794465116279,-1.3136141461015471,6.996878145520501e-07,3.6945837847543446e-05
207977_s_at,DPT,dermatopontin,751.5045372093024,295.5923139534884,-1.3432190690640484,7.51044470559322e-07,3.947057532422964e-05
201202_at,PCNA,proliferating cell nuclear antigen,448.83712558139536,950.1853953488371,1.0803238305557468,8.154203874685621e-07,4.225584300921388e-05
205200_at,CLEC3B /// EXOSC7,"C-type lectin domain family 3, member B /// exosome component 7",988.986534883721,406.8156883720931,-1.279491626931482,8.278740948329549e-07,4.280166694933349e-05
217771_at,GOLM1,golgi membrane protein 1,368.16122093023256,840.4939302325582,1.1887018543365893,8.33654269714738e-07,4.300073632419794e-05
213247_at,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",1125.120604651163,475.3375813953488,-1.2413050626830904,8.400005454996442e-07,4.322801883456945e-05
213486_at,COPG2IT1,COPG2 imprinted transcript 1 (non-protein coding),2241.135465116279,979.9141627906977,-1.1926746447358,8.524872829100015e-07,4.3568747993310926e-05
222209_s_at,TMEM135,transmembrane protein 135,866.9915674418604,416.76011395348837,-1.0550062706311285,8.896323371529533e-07,4.505381220177104e-05
219117_s_at,FKBP11,"FK506 binding protein 11, 19 kDa",212.47560465116283,643.5297790697676,1.594175804230031,9.094640783571103e-07,4.584974673762781e-05
212013_at,PXDN,peroxidasin homolog (Drosophila),1440.4307441860465,707.3524511627908,-1.0249622437736399,9.203453311589887e-07,4.618931309508051e-05
37117_at,ARHGAP8 /// PRR5-ARHGAP8,Rho GTPase activating protein 8 /// PRR5-ARHGAP8 readthrough,239.1420558139535,569.017653488372,1.2471185170505537,9.246686321772546e-07,4.630200254113654e-05
205158_at,RNASE4,"ribonuclease, RNase A family, 4",615.7483348837209,288.6976627906976,-1.0901338701503946,1.0442258222759218e-06,5.1010574638074254e-05
202796_at,SYNPO,synaptopodin,1085.0396046511628,482.96046511627895,-1.1661156117102172,1.0782088689571566e-06,5.222984397167896e-05
215379_x_at,IGLV1-44,immunoglobulin lambda variable 1-44,486.88986976744184,1620.3470232558138,1.732565476085165,1.0902770427678812e-06,5.2699877101945115e-05
213800_at,CFH,complement factor H,1445.7472325581393,713.6363162790699,-1.0175317488655096,1.123223030737717e-06,5.389561057050259e-05
221521_s_at,GINS2,GINS complex subunit 2 (Psf2 homolog),194.68647674418608,555.1219116279071,1.5068571221000273,1.2081090378323708e-06,5.7155612929976045e-05
211699_x_at,HBA1 /// HBA2,"hemoglobin, alpha 1 /// hemoglobin, alpha 2",2149.202511627907,495.71590697674407,-2.113979689040919,1.2186096292061536e-06,5.743444727593389e-05
219534_x_at,CDKN1C,"cyclin-dependent kinase inhibitor 1C (p57, Kip2)",183.21578139534878,76.48523953488372,-1.2494032424308084,1.2195075800202986e-06,5.743444727593389e-05
213236_at,SASH1,SAM and SH3 domain containing 1,1029.050906976744,451.4267209302324,-1.1869595953008847,1.2586017020697785e-06,5.891895320844722e-05
201242_s_at,ATP1B1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",771.4730232558139,1780.9877906976742,1.205930995869087,1.278666308344626e-06,5.9483343108232363e-05
208029_s_at,LAPTM4B,lysosomal protein transmembrane 4 beta,635.4282790697674,1726.0823953488373,1.4402670654020155,1.2918849925762584e-06,5.984838521741531e-05
206093_x_at,TNXA /// TNXB,tenascin XA (pseudogene) /// tenascin XB,410.79817441860445,133.94142558139535,-1.6096041259328493,1.3697459163621626e-06,6.241727659365658e-05
206385_s_at,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",762.5776558139536,1613.5087209302328,1.0802484422162313,1.404161685847173e-06,6.35953960279117e-05
200770_s_at,LAMC1,"laminin, gamma 1 (formerly LAMB2)",823.5338604651164,407.4541395348838,-1.0134046365005063,1.4932778126768396e-06,6.735771153821462e-05
217414_x_at,HBA1 /// HBA2,"hemoglobin, alpha 1 /// hemoglobin, alpha 2",755.0313279069767,173.9021395348837,-2.1118980795899915,1.5081188672124947e-06,6.788972266282024e-05
210298_x_at,FHL1,four and a half LIM domains 1,673.8563767441859,129.299488372093,-2.3727490806861837,1.5914600477277044e-06,7.092500848703287e-05
213913_s_at,TBC1D30,"TBC1 domain family, member 30",327.9657906976745,661.1017720930234,1.0091154264217879,1.7501981010208444e-06,7.677099268710133e-05
209896_s_at,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",420.6215000000001,195.08724186046513,-1.1044527654035046,1.8149263807788296e-06,7.929804812332286e-05
203215_s_at,MYO6,myosin VI,98.81326976744187,330.977765116279,1.7337830835312809,1.9175548451708627e-06,8.329215324550162e-05
209616_s_at,CES1 /// LOC100653057,carboxylesterase 1 /// liver carboxylesterase 1-like,560.5755976744186,139.80176976744187,-1.995814779481018,2.0007104991352888e-06,8.639889932603031e-05
212457_at,TFE3,transcription factor binding to IGHM enhancer 3,909.3304302325577,411.8913023255814,-1.1406282793849978,2.104038618075628e-06,8.9989045156582e-05
221671_x_at,IGK /// IGKC,immunoglobulin kappa locus /// immunoglobulin kappa constant,1378.0526511627909,3094.620325581395,1.1665509984935853,2.1620785354550487e-06,9.159238784324117e-05
206030_at,ASPA,aspartoacylase,587.1765976744185,132.42952093023263,-2.1401714892090684,2.1871719111370985e-06,9.247960473599234e-05
203400_s_at,TF,transferrin,1156.8159627906978,302.0842813953489,-1.9336150143326831,2.3198145266843655e-06,9.734920357459081e-05
213309_at,PLCL2,phospholipase C-like 2,532.3995813953487,239.23219767441853,-1.1507871681489588,2.3318296782460742e-06,9.766947503826555e-05
203812_at,SLIT3,slit homolog 3 (Drosophila),826.2920465116279,370.4507209302325,-1.1552258861721199,2.4287653417461114e-06,0.00010078245458124507
202345_s_at,FABP5,fatty acid binding protein 5 (psoriasis-associated),1643.3117720930236,570.7549186046512,-1.5240150924227485,2.6668357499233146e-06,0.00010903688259732334
203397_s_at,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,258.6272302325581,761.9484302325583,1.555143840592499,2.679310562273325e-06,0.00010934629534640386
200750_s_at,RAN,"RAN, member RAS oncogene family",689.650188372093,1439.3426441860463,1.0603849749928989,2.708150965789441e-06,0.00010991935878084903
200844_s_at,PRDX6,peroxiredoxin 6,541.3273488372095,265.061511627907,-1.0274040996973537,2.7512798832638946e-06,0.00011113909575966615
204798_at,MYB,v-myb avian myeloblastosis viral oncogene homolog,575.1289534883721,1278.3031395348837,1.1508944933689726,2.7631404681082014e-06,0.00011113909575966615
201952_at,ALCAM,activated leukocyte cell adhesion molecule,1234.345046511628,2550.1006744186043,1.0462057734075245,2.806168960700386e-06,0.0001126664197320481
202539_s_at,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,258.1762418604651,540.2684744186047,1.062410886856856,2.9011891522148943e-06,0.0001160631918829524
212036_s_at,PNN,"pinin, desmosome associated protein",169.95407674418604,418.66327441860454,1.2956233884390052,3.065905740724841e-06,0.00012151920854067361
209894_at,LEPR /// LEPROT,leptin receptor /// leptin receptor overlapping transcript,772.030953488372,369.8963093023257,-1.0595102712865292,3.096917522235174e-06,0.00012235569707086237
204419_x_at,HBG1 /// HBG2,"hemoglobin, gamma A /// hemoglobin, gamma G",858.391276744186,232.21806046511622,-1.8816356175718558,3.1471413668430873e-06,0.00012368210066554587
221599_at,AAMDC,"adipogenesis associated, Mth938 domain containing",1245.0028139534884,620.9202558139534,-1.00250581520068,3.408292632817329e-06,0.00013185240405741067
213451_x_at,TNXA /// TNXB,tenascin XA (pseudogene) /// tenascin XB,387.3781418604652,137.84740232558138,-1.4839618211037795,3.5185836484226386e-06,0.00013525006317142697
201465_s_at,JUN,jun proto-oncogene,450.4638767441862,132.66029069767444,-1.756039640062157,3.9669652495886895e-06,0.0001498235367060759
203213_at,CDK1,cyclin-dependent kinase 1,374.4679883720931,788.7312790697674,1.0726719208788846,4.011794324300606e-06,0.00015091024683368506
213175_s_at,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1,738.1852558139536,2028.1602325581396,1.4568749065664315,4.097502750138987e-06,0.00015296464000061043
200895_s_at,FKBP4,"FK506 binding protein 4, 59kDa",656.7640930232558,1433.1956976744184,1.1245997353774715,4.1215999160855255e-06,0.00015358128918082568
202054_s_at,ALDH3A2,"aldehyde dehydrogenase 3 family, member A2",1221.6936046511628,588.800623255814,-1.0517636715039875,4.322330253288076e-06,0.0001595182119315026
213693_s_at,MUC1,"mucin 1, cell surface associated",162.96332558139537,904.5384279069767,2.4654027086408217,4.331037931093618e-06,0.0001595182119315026
209803_s_at,PHLDA2,"pleckstrin homology-like domain, family A, member 2",196.32498837209303,440.51061627906967,1.1618744641935437,4.329842831792889e-06,0.0001595182119315026
204018_x_at,HBA1 /// HBA2,"hemoglobin, alpha 1 /// hemoglobin, alpha 2",1771.9451395348842,440.811323255814,-2.004645596082039,4.401987505817275e-06,0.0001610664820888774
221651_x_at,IGK /// IGKC,immunoglobulin kappa locus /// immunoglobulin kappa constant,1494.329511627907,3039.035,1.0236245010255822,5.1887304974261405e-06,0.00018440268209592771
203917_at,CXADR,coxsackie virus and adenovirus receptor,402.13953488372096,1109.936255813954,1.4624248622697438,5.467692756925374e-06,0.0001927794267445698
209138_x_at,IGLC1,immunoglobulin lambda constant 1 (Mcg marker),953.7426976744187,2767.691395348837,1.53602037100398,5.5003140986572796e-06,0.00019331782186179835
217437_s_at,TACC1,"transforming, acidic coiled-coil containing protein 1",667.4699348837207,331.22649534883726,-1.008695541039456,5.767808806626455e-06,0.00020144840695620266
208079_s_at,AURKA,aurora kinase A,385.12741860465115,820.5119302325581,1.0892045240011914,5.8508959247311345e-06,0.0002037117404543498
201947_s_at,CCT2,"chaperonin containing TCP1, subunit 2 (beta)",839.0750930232558,1816.861458139535,1.1136520547746165,6.210762160063872e-06,0.0002139017205760483
207302_at,SGCG,"sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)",717.1513488372094,343.4823093023257,-1.0598580249087728,6.323422904829903e-06,0.0002167766655204996
206201_s_at,MEOX2,mesenchyme homeobox 2,361.8779976744186,90.7837858139535,-1.9831733647030891,6.681733927495139e-06,0.00022731156810133464
219209_at,IFIH1,interferon induced with helicase C domain 1,174.2502581395349,445.0893046511629,1.347915989461966,6.921046571108108e-06,0.0002333157046051467
213221_s_at,SIK2,salt-inducible kinase 2,483.93187441860465,233.46608372093016,-1.0484028374205652,7.164453015744987e-06,0.0002400684309020234
201363_s_at,IVNS1ABP,influenza virus NS1A binding protein,197.51350232558138,421.59715813953494,1.0900459268094502,7.1640963468053714e-06,0.0002400684309020234
201274_at,PSMA5,"proteasome (prosome, macropain) subunit, alpha type, 5",119.20053720930233,437.40122558139535,1.8668084875943771,7.36271300311696e-06,0.0002452366724192156
214705_at,INADL,InaD-like (Drosophila),41.81853116279069,137.3538630232558,1.6920557146677233,7.768366445965519e-06,0.0002556905605841206
204363_at,F3,"coagulation factor III (thromboplastin, tissue factor)",390.24497674418615,188.5737697674419,-1.0453128685486444,7.980745682562076e-06,0.000261137967759957
212006_at,UBXN4,UBX domain protein 4,206.27422790697676,429.2655744186046,1.0536866691905085,7.973235297966395e-06,0.000261137967759957
218009_s_at,PRC1,protein regulator of cytokinesis 1,121.48171627906976,580.418134883721,2.247009667052468,8.112131613944327e-06,0.0002646597785556683
210046_s_at,IDH2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",189.74646976744188,592.6162488372094,1.637874226168094,8.926311302085583e-06,0.00028910609701217013
208790_s_at,PTRF,polymerase I and transcript release factor,285.95773488372095,131.29916511627908,-1.117034305051334,9.007828699088464e-06,0.00029132285471957653
210078_s_at,KCNAB1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",171.5578558139535,61.61401162790697,-1.4625227133731833,9.048173997351238e-06,0.0002917732583424623
220720_x_at,MZT2B,mitotic spindle organizing protein 2B,119.23131395348837,284.4775186046513,1.2475644462153905,9.072044564585616e-06,0.0002917732583424623
217794_at,PRR13,proline rich 13,223.50069302325585,456.91380697674407,1.02835616717482,9.063907543176458e-06,0.0002917732583424623
208451_s_at,C4A /// C4B /// C4B_2,"complement component 4A (Rodgers blood group) /// complement component 4B (Chido blood group) /// complement component 4B (Chido blood group), copy 2",716.0037116279071,1621.7403604651156,1.1783796938992104,9.34153603963755e-06,0.0002973677822446336
39248_at,AQP3,aquaporin 3 (Gill blood group),349.20448139534886,924.2846511627909,1.4016997139491816,9.508413223399869e-06,0.00030138829567143567
203769_s_at,STS,"steroid sulfatase (microsomal), isozyme S",631.2055953488369,222.20957441860455,-1.5019948920122677,9.784595781839609e-06,0.0003083877621028741
214836_x_at,IGK /// IGKC,immunoglobulin kappa locus /// immunoglobulin kappa constant,1715.6281627906976,3502.7273023255816,1.0293129209251588,1.0078404042674175e-05,0.0003167518720492364
202189_x_at,MIR4745 /// PTBP1,microRNA 4745 /// polypyrimidine tract binding protein 1,472.7361953488372,1005.1196837209302,1.08664612328028,1.0295906214649237e-05,0.0003226774657961026
208650_s_at,CD24,CD24 molecule,168.07486511627914,949.1269023255813,2.4904580149745588,1.355283090959427e-05,0.0004075542930613888
216862_s_at,CMC4,C-x(9)-C motif containing 4,572.055788372093,281.2111511627907,-1.021900600627866,1.3759193574587633e-05,0.00041255037231712534
209209_s_at,FERMT2,fermitin family member 2,265.25616744186044,110.82799069767442,-1.2515336017787093,1.418379361393349e-05,0.00042310237362688086
219028_at,HIPK2,homeodomain interacting protein kinase 2,404.7760255813953,187.34291627906978,-1.1073218555827957,1.5059534749129003e-05,0.0004415415958090021
211719_x_at,FN1,fibronectin 1,1203.8191604651165,3581.796844186046,1.5722696217810903,1.5859382783329812e-05,0.00046014925333455497
204224_s_at,GCH1,GTP cyclohydrolase 1,359.2854976744186,721.3730069767443,1.0036034033012387,1.7066623372604745e-05,0.0004913379439428315
205559_s_at,PCSK5,proprotein convertase subtilisin/kexin type 5,548.1798116279069,264.1455641860465,-1.050493978837565,1.822657250025411e-05,0.0005200290845366996
201689_s_at,TPD52,tumor protein D52,325.0368744186046,797.5337023255813,1.2923181573102016,1.9592683247581394e-05,0.0005498536030300457
204112_s_at,HNMT,histamine N-methyltransferase,689.9238953488373,262.3954,-1.3912966575475558,1.9662791702477667e-05,0.0005504346576712436
209529_at,PPAP2C,phosphatidic acid phosphatase type 2C,179.0988465116279,391.8260279069766,1.1251015818841212,2.0629931534680527e-05,0.0005732408654744673
213720_s_at,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",223.64407906976749,471.56472325581416,1.0728708994573324,2.2420420751569242e-05,0.000609261262935631
219913_s_at,CRNKL1,crooked neck pre-mRNA splicing factor 1,425.7255488372092,896.0952558139533,1.07195269233006,2.293468136549631e-05,0.0006206375351160829
215946_x_at,IGLL3P,"immunoglobulin lambda-like polypeptide 3, pseudogene",436.39386279069754,932.0091395348836,1.0929582358173204,2.2989974125540458e-05,0.0006209522344720218
208794_s_at,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",178.4963279069767,443.5995302325583,1.3085520939630138,2.305527356268709e-05,0.0006219620590767026
213502_x_at,GUSBP11,"glucuronidase, beta pseudogene 11",199.90623720930228,766.3777302325581,1.9334145438887855,2.4011565678796022e-05,0.0006446382144826648
209189_at,FOS,FBJ murine osteosarcoma viral oncogene homolog,1885.9253813953492,681.9097488372091,-1.4662705383089667,2.4329538125623262e-05,0.0006492635904829498
219433_at,BCOR,BCL6 corepressor,104.49787441860464,271.1042232558139,1.3669454167737969,2.490908320734404e-05,0.0006623497626601995
203693_s_at,E2F3,E2F transcription factor 3,130.39952790697674,302.5906255813953,1.2081671508578162,2.6064215315675317e-05,0.0006868395654168463
202489_s_at,FXYD3,FXYD domain containing ion transport regulator 3,217.12389999999996,642.1161302325582,1.5599314188744262,2.607666258325414e-05,0.0006868395654168463
200973_s_at,TSPAN3,tetraspanin 3,433.255723255814,88.81186279069767,-2.2735669421103424,2.6332694833912996e-05,0.0006895081539178417
213359_at,HNRNPD,"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)",240.787111627907,555.4835744186047,1.2026017602263874,2.6280904638066743e-05,0.0006895081539178417
219937_at,TRHDE,thyrotropin-releasing hormone degrading enzyme,86.92746046511625,39.99895581395349,-1.1007266344286617,2.7885817313589676e-05,0.0007216953161425304
213808_at,ADAM23,ADAM metallopeptidase domain 23,468.6123953488371,230.36151395348833,-1.021321590716669,2.8806253388142145e-05,0.0007403572598015818
212464_s_at,FN1,fibronectin 1,1474.0114883720926,3584.8549302325578,1.2815909323588666,3.30088851161108e-05,0.0008166048625231185
203992_s_at,KDM6A,lysine (K)-specific demethylase 6A,106.30208604651168,214.03302093023257,1.0028800965384572,3.4715967282799325e-05,0.0008431949714897799
204825_at,MELK,maternal embryonic leucine zipper kinase,142.1808186046512,721.5182744186048,2.33519584456645,3.7496856159731294e-05,0.0008945850597508484
204422_s_at,FGF2,fibroblast growth factor 2 (basic),307.77656046511635,134.45374651162788,-1.1887629427952808,3.785439294581735e-05,0.0009021491315632599
212592_at,IGJ,"immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides",730.2823209302325,1496.3889069767442,1.0339485819858414,3.822322060702546e-05,0.0009060936433897323
205890_s_at,GABBR1 /// UBD,"gamma-aminobutyric acid (GABA) B receptor, 1 /// ubiquitin D",405.86981395348835,976.5113255813952,1.2645461682739625,3.821762293369292e-05,0.0009060936433897323
209542_x_at,IGF1,insulin-like growth factor 1 (somatomedin C),925.8968139534884,365.13929069767437,-1.340016142219388,4.050042945036987e-05,0.0009517188632902514
212224_at,ALDH1A1,"aldehyde dehydrogenase 1 family, member A1",334.25894186046514,115.31239534883721,-1.5272709592590634,4.449812698435587e-05,0.001020114983119755
201340_s_at,ENC1,ectodermal-neural cortex 1 (with BTB domain),68.0245953488372,192.8714023255814,1.4899175791303907,4.503725018477875e-05,0.001028242874864165
209297_at,ITSN1,intersectin 1 (SH3 domain protein),1370.8920651162791,581.687960465116,-1.2353715735507418,5.234737430430591e-05,0.0011711411060470367
205792_at,WISP2,WNT1 inducible signaling pathway protein 2,404.3591232558138,199.43265348837215,-1.016083049234282,5.951005324596366e-05,0.001307753961025452
219371_s_at,KLF2,Kruppel-like factor 2,1915.1078372093014,784.2047348837208,-1.287037979650832,6.551668093810457e-05,0.0014064626217184819
204415_at,IFI6,"interferon, alpha-inducible protein 6",122.98012325581395,389.9795534883721,1.6569843195343952,6.635618276191193e-05,0.0014231133979631216
204351_at,S100P,S100 calcium binding protein P,329.97923255813953,977.2297441860467,1.5634326348048497,7.449805887456061e-05,0.0015528907819474596
216207_x_at,IGKC,immunoglobulin kappa constant,457.9629767441862,1157.2029534883725,1.3354383956219564,7.549617450874222e-05,0.0015649127968170259
216868_s_at,,,150.70616046511626,64.94969930232558,-1.2018416849213953,8.327973873001042e-05,0.0017024976313035067
209104_s_at,NHP2,NHP2 ribonucleoprotein,497.1633860465117,1126.3636441860465,1.1782620529969459,8.507432550322922e-05,0.001725531486486882
203124_s_at,SLC11A2,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2",290.3694930232558,594.2660023255813,1.0306846672644248,8.759212913449548e-05,0.0017695515988249888
203186_s_at,S100A4,S100 calcium binding protein A4,1340.3969813953486,574.8922604651162,-1.2198654220081477,9.169895312913207e-05,0.0018245494128645082
220065_at,TNMD,tenomodulin,414.83195348837205,173.8129581395349,-1.25018849284029,9.888793301699498e-05,0.0019211157902508276
215121_x_at,CYAT1 /// IGLC1 /// IGLV1-44,immunoglobulin lambda light chain-like /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda variable 1-44,1259.3526279069763,3459.691906976745,1.4572330744376825,9.958188342046694e-05,0.001923470405733952
218976_at,DNAJC12,"DnaJ (Hsp40) homolog, subfamily C, member 12",535.2719534883721,1132.6368372093025,1.0799218352261029,9.923654477237566e-05,0.001923470405733952
213793_s_at,HOMER1,homer homolog 1 (Drosophila),54.76788604651163,160.2267139534884,1.531584316575383,0.00010219268014953362,0.0019647622879827935
217865_at,RNF130,ring finger protein 130,676.6097209302327,312.2578976744187,-1.1131036892093815,0.00010556090501643317,0.002010439014086479
207160_at,IL12A,interleukin 12A,224.62153023255806,105.42413488372095,-1.0840793828118171,0.0001059113353271647,0.0020153905081940317
203669_s_at,DGAT1,diacylglycerol O-acyltransferase 1,391.8651534883721,182.71137674418605,-1.0965932373432647,0.00010966623309751432,0.002065674279046417
212116_at,TRIM27,tripartite motif containing 27,224.644323255814,452.32567441860465,1.0064973878012575,0.00011656365792393453,0.002165685290772876
206378_at,SCGB2A2,"secretoglobin, family 2A, member 2",944.8423023255814,2811.5884883720937,1.57222691428697,0.00011923949310923083,0.002199514590192873
213764_s_at,MFAP5,microfibrillar associated protein 5,789.8695946511631,213.87893720930228,-1.879915756070357,0.00012920665127588493,0.0023369414045296623
204115_at,GNG11,"guanine nucleotide binding protein (G protein), gamma 11",1282.6654418604653,592.9449046511627,-1.111868230393519,0.00013240125770635144,0.002384172430818015
214774_x_at,TOX3,TOX high mobility group box family member 3,272.3253837209302,608.2248790697674,1.1563554095967203,0.00014434326817507414,0.002548653759702993
205709_s_at,CDS1,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1,40.05671395348838,109.42665813953487,1.427398427156815,0.00014513008312418192,0.0025564692824159257
205208_at,ALDH1L1,"aldehyde dehydrogenase 1 family, member L1",244.15095581395343,57.845088372093024,-2.058676478674167,0.0001480356300540174,0.00259100333705932
209806_at,HIST1H2BK,"histone cluster 1, H2bk",507.8888139534886,1120.0617674418606,1.1394433844513339,0.0001543735077788447,0.0026790536400591873
218865_at,MARC1,mitochondrial amidoxime reducing component 1,566.6580697674418,269.32534883720933,-1.070325378428296,0.00016091640753399948,0.0027518805134920266
221872_at,RARRES1,retinoic acid receptor responder (tazarotene induced) 1,377.21749767441867,852.6485093023256,1.1744260518752778,0.00016804954862472963,0.0028519787448627954
204362_at,SKAP2,src kinase associated phosphoprotein 2,288.1793744186047,125.78614186046511,-1.1895675936072925,0.00017363997235658632,0.002929007951568367
209035_at,MDK,midkine (neurite growth-promoting factor 2),97.68338372093024,263.3785023255814,1.4217257806278853,0.00017381137278240345,0.002929681406740012
214723_x_at,ANKRD36,ankyrin repeat domain 36,100.6540139534884,205.2508339534884,1.0207327695800863,0.00017823097071509458,0.0029883526865646746
216640_s_at,PDIA6,"protein disulfide isomerase family A, member 6",242.95026279069774,515.2318511627906,1.0814321201250043,0.00018368994751765053,0.0030637448357303944
218541_s_at,C8orf4,chromosome 8 open reading frame 4,288.9299604651162,675.0979232558141,1.2215277909406446,0.00018416692593346308,0.0030654850963478
217943_s_at,MAP7D1,MAP7 domain containing 1,467.8715162790698,213.7239069767442,-1.1267098114538312,0.00019018436302234364,0.0031391690083162095
213364_s_at,SNX1,sorting nexin 1,247.02899069767437,94.86868604651161,-1.3713771945515203,0.0001957658641447218,0.003202827276605606
217851_s_at,SLMO2,slowmo homolog 2 (Drosophila),252.45169767441863,586.3884418604649,1.2126040503491828,0.00019658387820991463,0.003213850739656293
201301_s_at,ANXA4,annexin A4,206.92186744186046,475.787088372093,1.1973036709524358,0.00021399849709084583,0.0034285618186269263
202018_s_at,LTF,lactotransferrin,324.5431581395349,1380.621560465116,2.0854417785057215,0.0002242707555443247,0.0035493077029788256
218123_at,C21orf59,chromosome 21 open reading frame 59,125.25780232558138,326.526988372093,1.375241245745865,0.00022707347622740858,0.0035901308791121004
221580_s_at,MIR1304 /// SNORA1 /// SNORA18 /// SNORA32 /// SNORA40 /// SNORA8 /// SNORD5 /// TAF1D,"microRNA 1304 /// small nucleolar RNA, H/ACA box 1 /// small nucleolar RNA, H/ACA box 18 /// small nucleolar RNA, H/ACA box 32 /// small nucleolar RNA, H/ACA box 40 /// small nucleolar RNA, H/ACA box 8 /// small nucleolar RNA, C/D box 5 /// TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa",199.60858604651165,466.3692325581396,1.2201794083984396,0.00023949749982092553,0.0037476985874365758
208682_s_at,MAGED2,"melanoma antigen family D, 2",263.3331813953488,698.4816883720931,1.403928753832586,0.0002414770788763048,0.0037707314285919413
222036_s_at,MCM4,minichromosome maintenance complex component 4,162.17781860465118,413.314376744186,1.3442809233356952,0.0002531307591776077,0.00391702271302405
209309_at,AZGP1,"alpha-2-glycoprotein 1, zinc-binding",649.7410697674418,1432.945181395349,1.1398343584654533,0.0002601145701393839,0.003989079811710868
207165_at,HMMR,hyaluronan-mediated motility receptor (RHAMM),129.26269302325582,410.6166,1.6598772074863857,0.00027570823463856525,0.004170812350611778
210115_at,RPL39L,ribosomal protein L39-like,122.02988372093021,245.8523186046511,1.0046394099472964,0.0003164072044671793,0.004626165850706412
204482_at,CLDN5,claudin 5,747.9721860465118,345.0676674418604,-1.1138579844502126,0.00031739976916167294,0.004626198954921051
205959_at,MMP13,matrix metallopeptidase 13 (collagenase 3),122.59295116279068,322.75658837209306,1.3893130867858776,0.000330179905874852,0.004759982115321075
202540_s_at,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,148.49955348837213,333.23528837209307,1.160722884844456,0.000339782701641229,0.004858653773806392
205969_at,AADAC,arylacetamide deacetylase,366.23229302325575,119.37387906976748,-1.6091705658413602,0.0004202243451988449,0.005654504277817548
204320_at,COL11A1,"collagen, type XI, alpha 1",334.47354418604647,1110.9814232558142,1.7288617831212925,0.0004768138359958105,0.00624990747499685
218095_s_at,TMEM165,transmembrane protein 165,213.25439767441858,438.0562325581396,1.0350809095280107,0.0005071751710090241,0.006534060384068428
218542_at,CEP55,centrosomal protein 55kDa,118.61952790697678,264.631876744186,1.1509753565121104,0.0005189468158133754,0.0066419827092300075
201663_s_at,SMC4,structural maintenance of chromosomes 4,178.37434651162792,359.92727906976745,1.0087346111530606,0.0005289305754000173,0.006731102233945508
209173_at,AGR2,anterior gradient 2,353.8219372093024,1701.6729465116284,2.2626342317919144,0.0005480286616763346,0.0069070829570892335
206067_s_at,WT1,Wilms tumor 1,96.16451860465116,199.8361069767442,1.0475171763578617,0.0005606996083135645,0.007024819441964824
